id,pmid,doi,url,has_summary_results,days_to_publication,days_to_summary,days_reg_to_start,days_reg_to_compl,days_reg_to_publ,is_c_tgov,recruitment_status,is_multicentric,phase,main_sponsor,intervention_type,completion_date,publication_date,enrollment,masking,allocation,start_date,lead_cities,has_publication,has_german_umc_lead,intovalue,is_dupe,has_pmid,has_trn_abstract,has_trn_ft_pmc,has_trn_ft_pdf,has_trn_secondary_id,has_trn_intovalue,has_trn_any,pmcid,has_pubmed,has_queried_pmcid,has_queried_doi,has_ft_pmc,has_ft_pdf,is_resolved,has_reg_pub_link,reference_type
NCT00437307,27789470,10.1093/annonc/mdw418,https://doi.org/10.1093/annonc/mdw418,FALSE,118,NA,40,3053,3171,TRUE,Completed,FALSE,Phase 3,Other,Drug,2015-06-30,2015-10-26,550,None (Open Label),Randomized,2007-03-31,Charite,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02847260,NA,NA,https://clinicaltrials.gov/ct2/show/results/nct02847260?term=nct02847260&draw=1&rank=1,TRUE,1257,1226,-1547,-847,410,TRUE,Completed,TRUE,Phase 4,Industry,Drug,2014-03-31,2017-09-08,39,None (Open Label),N/A,2012-04-30,Dresden Duisburg Hamburg Heidelberg Köln Leipzig LMU Regensburg Homburg Würzburg,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02721836,29076171,10.1111/apt.14400,https://doi.org/10.1111/apt.14400,FALSE,149,NA,44,440,589,TRUE,Completed,FALSE,N/A,Other,Behavioral,2017-05-31,2017-10-27,59,Double,Randomized,2016-04-30,Duisburg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT01515852,27671885,10.1016/j.wneu.2016.09.064,https://doi.org/10.1016/j.wneu.2016.09.064,FALSE,966,NA,8,739,1705,TRUE,Unknown status,FALSE,N/A,Other,Procedure,2014-01-31,2016-09-23,80,None (Open Label),Randomized,2012-01-31,Frankfurt,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02403986,NA,NA,https://clinicaltrials.gov/ct2/show/nct02403986?term=nct02403986&draw=2&rank=1,TRUE,890,818,35,735,1625,TRUE,Completed,FALSE,Phase 4,Industry,Device,2017-03-30,2019-09-06,53,None (Open Label),Randomized,2015-04-30,Hamburg,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02372318,31740271,10.1016/j.euroneuro.2019.10.014,https://doi.org/10.1016/j.euroneuro.2019.10.014,FALSE,1263,NA,83,480,1743,TRUE,Terminated,FALSE,Early Phase 1,Other,Drug,2016-05-31,2019-11-15,23,Triple,Randomized,2015-04-30,Mannheim,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02021942,NA,NA,https://clinicaltrials.gov/ct2/show/nct02021942?term=nct02021942&draw=2&rank=1,TRUE,828,458,-629,680,1508,TRUE,Completed,FALSE,Phase 2,Other,Drug,2015-10-31,2018-02-05,16,None (Open Label),N/A,2012-03-31,Regensburg,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01914341,NA,10.15496/publikation-9460,http://dx.doi.org/10.15496/publikation-9460,FALSE,700,NA,2,186,886,TRUE,Completed,FALSE,N/A,Other,Other,2014-01-31,2016-01-01,20,None (Open Label),Randomized,2013-07-31,Tübingen,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02836665,32248403,10.1007/s11739-020-02323-1,https://link.springer.com/article/10.1007/s11739-020-02323-1,FALSE,825,NA,50,537,1362,TRUE,Completed,FALSE,N/A,Other,Procedure,2017-12-31,2020-04-04,100,None (Open Label),Randomized,2016-08-31,Aachen,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02395159,29970335,10.1016/j.ejvs.2018.05.018,https://www.sciencedirect.com/science/article/pii/s1078588418303137,FALSE,263,NA,137,939,1202,TRUE,Completed,TRUE,N/A,Other,Device,2017-10-10,2018-06-30,204,None (Open Label),Randomized,2015-07-31,Aachen,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02129400,26939898,10.1007/s40279-016-0505-1,https://pubmed.ncbi.nlm.nih.gov/26939898/,FALSE,640,NA,46,291,931,TRUE,Terminated,FALSE,Phase 3,Other,Drug,2015-01-31,2016-11-01,36,Double,Randomized,2014-05-31,Aachen,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT01934699,28321497,10.1007/s00392-017-1099-9,https://link.springer.com/article/10.1007/s00392-017-1099-9?shared-article-renderer,FALSE,232,NA,-791,1067,1299,TRUE,Unknown status,FALSE,N/A,Other,Device,2016-07-31,2017-03-20,130,None (Open Label),Randomized,2011-06-30,Aachen,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT01812616,NA,10.1200/jco.2017.35.15_suppl.2046,https://ascopubs.org/doi/abs/10.1200/jco.2017.35.15_suppl.2046,FALSE,334,NA,565,1204,1538,TRUE,Completed,TRUE,Phase 1/Phase 2,Industry,Drug,2016-06-30,2017-05-30,21,Quadruple,Randomized,2014-09-30,Aachen Düsseldorf Erlangen,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01854255,NA,10.1200/jco.2017.35.4_suppl.99,https://ascopubs.org/doi/10.1200/jco.2017.35.4_suppl.99,FALSE,111,NA,202,1298,1409,TRUE,Completed,FALSE,Phase 2,Other,Drug,2016-11-30,2017-03-21,35,None (Open Label),N/A,2013-11-30,Bochum,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02793557,NA,NA,https://www.americanhairresearchsociety.org/wp-content/uploads/2019/05/final-program_wchr2019_04-11-19.pdf,FALSE,NA,NA,-106,319,NA,TRUE,Completed,FALSE,Phase 1/Phase 2,Industry,Other,2017-03-31,NA,44,Triple,Randomized,2016-01-31,Charite,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02071615,33201262,10.1007/s00213-020-05691-w,https://link.springer.com/article/10.1007/s00213-020-05691-w,FALSE,2423,NA,-168,44,2467,TRUE,Completed,FALSE,N/A,Other,Drug,2014-03-31,2020-11-17,48,Double,Randomized,2013-08-31,Charite,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC7826302,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT02019134,NA,10.1177/2164956120912849,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7290253/,FALSE,NA,NA,103,1168,NA,TRUE,Completed,FALSE,N/A,Other,Behavioral,2017-02-28,NA,220,None (Open Label),Randomized,2014-03-31,Charite,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01984788,NA,NA,https://www.jacionline.org/article/s0091-6749(16)30270-6/pdf,FALSE,824,NA,25,207,1031,TRUE,Completed,TRUE,Phase 2,Industry,Drug,2014-05-31,2016-09-01,24,Double,Randomized,2013-11-30,Charite,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01963793,28853492,10.2340/00015555-2780,https://pubmed.ncbi.nlm.nih.gov/28853492/,FALSE,1261,NA,43,316,1577,TRUE,Completed,FALSE,Phase 2,Industry,Drug,2014-07-31,2018-01-12,20,Quadruple,Randomized,2013-10-31,Charite,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT01914965,28323838,10.1371/journal.pone.0173872,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5360242/,FALSE,1025,NA,-396,304,1329,TRUE,Completed,TRUE,Phase 2,Other,Drug,2014-05-31,2017-03-21,40,Triple,Randomized,2012-06-30,Charite Ulm Bochum Münster,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC5360242,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT01864707,NA,10.1186/s12906-017-1782-4,https://bmccomplementmedtherapies.biomedcentral.com/articles/10.1186/s12906-017-1782-4,FALSE,NA,NA,28,942,NA,TRUE,Completed,FALSE,N/A,Other,Other,2015-10-31,NA,104,None (Open Label),Randomized,2013-04-30,Charite,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01845142,28114352,10.1371/journal.pone.0169620,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5256876/,FALSE,999,NA,-55,371,1370,TRUE,Completed,FALSE,Phase 4,Other,Drug,2014-04-30,2017-01-23,40,Double,Randomized,2013-02-28,Charite,TRUE,TRUE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PMC5256876,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT01600573,NA,10.1200/jco.2018.36.15_suppl.e17553,https://ascopubs.org/doi/abs/10.1200/jco.2018.36.15_suppl.e17553,FALSE,427,NA,22,1787,2214,TRUE,Unknown status,FALSE,Phase 1/Phase 2,Other,Drug,2017-03-31,2018-06-01,68,None (Open Label),N/A,2012-05-31,Charite,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01503372,NA,10.1200/jco.2015.33.15_suppl.4033,https://ascopubs.org/doi/10.1200/jco.2015.33.15_suppl.4033,FALSE,NA,NA,-22,2184,NA,TRUE,Completed,FALSE,Phase 2,Other,Drug,2017-12-14,NA,75,None (Open Label),Randomized,2011-11-30,Charite,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01221779,26912641,10.1093/brain/aww002,https://pubmed.ncbi.nlm.nih.gov/26912641/,FALSE,412,NA,110,1540,1952,TRUE,Unknown status,FALSE,Phase 2,Other,Behavioral,2014-12-31,2016-02-16,40,Triple,Randomized,2011-01-31,Charite,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT01049100,26853333,10.1016/j.ijrobp.2015.10.027,https://pubmed.ncbi.nlm.nih.gov/26853333/,FALSE,-558,NA,-258,2664,2106,TRUE,Unknown status,TRUE,N/A,Other,Procedure,2017-04-30,2015-10-20,250,None (Open Label),Randomized,2009-04-30,Charite,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02227641,NA,10.1182/blood.v128.22.2179.2179,https://ashpublications.org/blood/article/128/22/2179/100400/adoptive-transfer-of-cmv-and-ebv-specific,FALSE,NA,NA,66,948,NA,TRUE,Unknown status,TRUE,Phase 1/Phase 2,Other,Biological,2017-03-31,NA,50,None (Open Label),Randomized,2014-10-31,Charite Erlangen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02045550,NA,10.1186/s12906-017-1783-3,https://link.springer.com/article/10.1186/s12906-017-1783-3,FALSE,NA,NA,18,595,NA,TRUE,Unknown status,FALSE,Phase 2,Other,Drug,2015-08-31,NA,60,Double,Randomized,2014-01-31,Dresden,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02404844,32352244,10.1002/cam4.3092,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7333856/,FALSE,924,NA,-51,972,1896,TRUE,Completed,FALSE,Phase 2,Other,Drug,2017-10-19,2020-04-30,48,None (Open Label),N/A,2014-12-31,Duisburg,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC7333856,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT02099968,NA,10.1101/2020.02.23.20027029,https://www.medrxiv.org/content/10.1101/2020.02.23.20027029v1,FALSE,1517,NA,35,645,2162,TRUE,Completed,TRUE,N/A,Other,Behavioral,2015-12-31,2020-02-25,145,Single,Randomized,2014-04-30,Duisburg,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01377025,NA,10.1200/jco.2017.35.15_suppl.9511,https://ascopubs.org/doi/10.1200/jco.2017.35.15_suppl.9511,FALSE,NA,NA,16,2208,NA,TRUE,Unknown status,TRUE,Phase 2,Other,Drug,2017-06-30,NA,200,Triple,Randomized,2011-06-30,Duisburg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01455675,NA,NA,https://www.clinicaltrialsregister.eu/ctr-search/trial/2011-000801-39/results,FALSE,654,NA,13,2079,2733,TRUE,Completed,TRUE,Phase 3,Other,Drug,2017-06-27,2019-04-12,164,Double,Randomized,2011-10-31,Düsseldorf,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02135926,27596104,10.1007/s00062-016-0538-8,https://link.springer.com/article/10.1007/s00062-016-0538-8,FALSE,-149,NA,-30,1008,859,TRUE,Terminated,TRUE,N/A,Other,Device,2017-02-01,2016-09-05,4,Single,Randomized,2014-03-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02144870,30146896,10.1177/0145445518796203,https://journals.sagepub.com/doi/10.1177/0145445518796203,FALSE,331,NA,-135,1265,1596,TRUE,Unknown status,FALSE,N/A,Other,Behavioral,2017-09-30,2018-08-27,100,Triple,Randomized,2013-11-30,Köln,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02116088,NA,10.1177/0143034320958743,https://journals.sagepub.com/doi/10.1177/0143034320958743,FALSE,1240,NA,-530,1112,2352,TRUE,Unknown status,FALSE,N/A,Other,Behavioral,2017-04-30,2020-09-21,53,None (Open Label),Randomized,2012-10-31,Köln,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02487381,33304282,10.3389/fpsyt.2020.576877,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.576877/full,FALSE,1901,NA,-60,63,1964,TRUE,Completed,FALSE,Phase 1,Other,Drug,2015-08-31,2020-11-13,60,Quadruple,Randomized,2015-04-30,Mannheim,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC7693539,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT03046940,NA,10.13140/rg.2.2.19672.85765,https://www.researchgate.net/publication/337734613_patient-centered_communication_results_in_better_medication_adherence_a_randomized_controlled_trial,FALSE,524,NA,44,129,653,TRUE,Completed,FALSE,N/A,Other,Other,2017-06-08,2018-11-14,120,Single,Randomized,2017-03-15,Marburg,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT03092206,30281025,10.3851/imp3271,https://www.intmedpress.com/journals/avt/abstract.cfm?id=3271&pid=48,FALSE,432,NA,28,129,561,TRUE,Completed,FALSE,Phase 1,Other,Drug,2017-07-28,2018-10-03,30,None (Open Label),Randomized,2017-04-18,TU,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02318810,28913862,10.1111/anae.14035,https://pubmed.ncbi.nlm.nih.gov/28913862/,FALSE,471,NA,109,536,1007,TRUE,Completed,FALSE,N/A,Other,Drug,2016-05-31,2017-09-14,300,Double,Randomized,2015-03-31,Rostock,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT03184272,32778047,10.1186/s12871-020-01110-x,https://pubmed.ncbi.nlm.nih.gov/32778047/,FALSE,1166,NA,-733,-2,1164,TRUE,Completed,FALSE,N/A,Other,Procedure,2017-06-01,2020-08-10,50,None (Open Label),N/A,2015-06-01,Schleswig-Holstein,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC7419223,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT02858817,28199305,10.1038/nature21060,https://pubmed.ncbi.nlm.nih.gov/28199305/,FALSE,-274,NA,123,476,202,TRUE,Completed,TRUE,Phase 1,Other,Drug,2017-11-16,2017-02-15,30,Quadruple,Randomized,2016-11-28,Tübingen,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT01817738,NA,NA,https://www.clinicaltrialsregister.eu/ctr-search/trial/2011-006314-14/results,FALSE,366,NA,-161,1453,1819,TRUE,Terminated,TRUE,Phase 1/Phase 2,Industry,Biological,2017-01-31,2018-02-01,197,Quadruple,Randomized,2012-08-31,Tübingen,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02531386,28704063,10.1089/dia.2016.0408,https://www.liebertpub.com/doi/10.1089/dia.2016.0408,FALSE,671,NA,24,115,786,TRUE,Completed,FALSE,N/A,Other,Device,2015-11-30,2017-10-01,120,NA,NA,2015-08-31,Ulm,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02694926,32580144,10.1530/eje-20-0181,https://eje.bioscientifica.com/view/journals/eje/183/2/eje-20-0181.xml,FALSE,944,NA,-404,692,1636,TRUE,Completed,FALSE,N/A,Other,Other,2017-12-31,2020-08-01,528,None (Open Label),N/A,2014-12-31,Würzburg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02790073,31401795,10.1007/s40620-019-00631-0,https://link.springer.com/article/10.1007%2fs40620-019-00631-0,TRUE,633,622,6,539,1172,TRUE,Completed,TRUE,Phase 2,Other,Drug,2017-11-15,2019-08-10,14,None (Open Label),N/A,2016-05-31,Aachen,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02002871,27537360,10.1159/000448000,https://www.karger.com/article/fulltext/448000,TRUE,872,350,-32,119,991,TRUE,Completed,FALSE,N/A,Industry,Device,2014-03-31,2016-08-19,21,None (Open Label),Randomized,2013-10-31,Aachen,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT01347567,29314505,10.1002/ejhf.1053,https://onlinelibrary.wiley.com/doi/full/10.1002/ejhf.1053,FALSE,1434,NA,-3,1004,2438,TRUE,Completed,TRUE,N/A,Industry,Other,2014-01-31,2018-01-04,145,Single,Randomized,2011-04-30,Charite,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02547519,NA,10.1101/2020.06.12.20129189,https://www.medrxiv.org/content/10.1101/2020.06.12.20129189v3,FALSE,933,NA,2,855,1788,TRUE,Completed,FALSE,Phase 2,Other,Drug,2017-12-31,2020-07-21,44,Triple,Randomized,2015-08-31,Dresden TU,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02610764,30901891,10.3390/cancers11030397,https://www.mdpi.com/2072-6694/11/3/397/htm,FALSE,810,NA,15,412,1222,TRUE,Completed,FALSE,N/A,Other,Procedure,2016-12-31,2019-03-21,19,None (Open Label),N/A,2015-11-30,Freiburg,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC6468610,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT03854942,NA,NA,NA,FALSE,NA,NA,-2729,-432,NA,TRUE,Terminated,FALSE,Phase 1,Other,Drug,2017-12-13,NA,43,Single,Randomized,2011-08-30,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT03404232,30016956,10.1186/s12891-018-2103-x,https://pubmed.ncbi.nlm.nih.gov/30016956/,FALSE,172,NA,-2196,-5,167,TRUE,Completed,FALSE,N/A,Other,Device,2017-12-31,2018-06-21,60,None (Open Label),Non-Randomized,2012-01-01,Aachen,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC6050678,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT03117088,NA,NA,NA,FALSE,NA,NA,79,261,NA,TRUE,Completed,FALSE,N/A,Other,Other,2017-11-30,NA,7,None (Open Label),Randomized,2017-06-01,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT03079518,29747838,10.1016/j.jacc.2018.03.448,https://www.sciencedirect.com/science/article/pii/s0735109718340932?via%3dihub,FALSE,202,NA,7,236,438,TRUE,Completed,FALSE,Phase 2,Other,Drug,2017-10-25,2018-05-15,23,Single,Non-Randomized,2017-03-10,Aachen,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT03070821,NA,NA,NA,FALSE,NA,NA,-1485,-238,NA,TRUE,Completed,TRUE,N/A,Other,Other,2016-06-30,NA,30,Single,Non-Randomized,2013-01-30,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02778269,NA,NA,NA,FALSE,NA,NA,52,326,NA,TRUE,Completed,FALSE,N/A,Other,Device,2017-03-31,NA,7,None (Open Label),N/A,2016-06-30,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02735187,NA,NA,https://pdfs.semanticscholar.org/b3a6/c8239a9c030a1c7a3af8acbafc77c9a8ecc2.pdf?_ga=2.264204238.316868046.1597691860-1172082013.1597691860,TRUE,NA,377,15,168,NA,TRUE,Completed,FALSE,N/A,Industry,Device,2016-08-31,NA,51,Single,Randomized,2016-03-31,Aachen,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02585752,NA,NA,NA,FALSE,NA,NA,-19,766,NA,TRUE,Terminated,FALSE,N/A,Industry,Device,2017-11-24,NA,20,None (Open Label),N/A,2015-10-01,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02539680,NA,NA,NA,FALSE,NA,NA,36,828,NA,TRUE,Terminated,FALSE,N/A,Other,Procedure,2017-11-30,NA,18,None (Open Label),Non-Randomized,2015-09-30,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02453451,NA,NA,NA,FALSE,NA,NA,79,718,NA,TRUE,Unknown status,FALSE,N/A,Other,Other,2017-04-30,NA,40,None (Open Label),N/A,2015-07-31,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02415491,NA,NA,NA,FALSE,NA,NA,60,609,NA,TRUE,Unknown status,FALSE,N/A,Other,Other,2016-11-30,NA,100,None (Open Label),N/A,2015-05-31,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02413957,NA,NA,NA,FALSE,NA,NA,19,384,NA,TRUE,Completed,FALSE,N/A,Other,Other,2016-01-31,NA,220,None (Open Label),Randomized,2015-01-31,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02382926,NA,NA,NA,FALSE,NA,NA,-123,-93,NA,TRUE,Completed,TRUE,N/A,Other,Other,2014-11-30,NA,10,None (Open Label),N/A,2014-10-31,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02368158,NA,NA,NA,FALSE,NA,NA,-461,330,NA,TRUE,Unknown status,TRUE,N/A,Other,Other,2015-12-31,NA,40,None (Open Label),Non-Randomized,2013-10-31,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02350946,NA,NA,NA,FALSE,NA,NA,11,742,NA,TRUE,Unknown status,FALSE,Phase 2,Other,Drug,2017-01-31,NA,40,Double,Randomized,2015-01-31,Aachen,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02322502,29916859,10.1097/eja.0000000000000852,https://journals.lww.com/ejanaesthesiology/fulltext/2018/08000/emergence_times_and_airway_reactions_during.7.aspx,FALSE,884,NA,78,444,1328,TRUE,Completed,TRUE,Phase 3,Other,Drug,2016-02-29,2018-08-01,352,Double,Randomized,2015-02-28,Aachen,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC6072370,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
