id,registry,is_resolved,iv_version,identification_step,is_dupe,iv_completion,iv_status,iv_interventional,has_german_umc_lead,lead_cities,facility_cities,center_size,main_sponsor,study_type,intervention_type,phase,enrollment,recruitment_status,masking,allocation,is_randomized,is_multicentric,is_prospective,has_summary_results,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,summary_results_date_all,summary_results_date,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_cd_to_publication,days_pcd_to_publication,days_reg_to_publication,doi,pmid,url,publication_date,has_publication,has_pmid,has_pubmed,has_ft_pdf,ft_pdf_doi,ft_pdf_pmid,has_iv_trn_abstract,has_iv_trn_secondary_id,has_iv_trn_ft_pdf,has_reg_pub_link,pmid_link,doi_link,reference_derived,n_crossreg_secondary_id,n_crossreg_abstract,n_crossreg_ft_pdf,n_crossreg_reg,crossreg_trn,crossreg_registry,is_not_iv1_dupe,has_doi,summary_results_date_drks,color,issn,journal,publisher,date,color_green_only,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published
NCT02144870,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Köln,,large,Other,Interventional,Behavioral,,100.0,Unknown status,Triple,Randomized,True,False,False,False,2014-04-14,2013-11-01,2017-09-01,2017,2017-07-01,2017.0,,,,,-164.0,1236,1174.0,360.0,422.0,1596.0,10.1177/0145445518796203,30146896.0,https://journals.sagepub.com/doi/10.1177/0145445518796203,2018-08-27,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0145-4455,1552-4167",Behavior Modification,SAGE Publications,2018-08-27,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],publisher,0.0,,,,False
NCT02116088,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Köln,,large,Other,Interventional,Behavioral,,53.0,Unknown status,None (Open Label),Randomized,True,False,False,False,2014-04-14,2012-10-01,2017-04-01,2017,2017-03-01,2017.0,,,,,-560.0,1083,1052.0,1269.0,1300.0,2352.0,10.1177/0143034320958743,,https://journals.sagepub.com/doi/10.1177/0143034320958743,2020-09-21,True,False,,,False,False,,,,False,,False,,,,,0,,,True,True,,closed,"0143-0343,1461-7374",School Psychology International,SAGE Publications,2020-09-21,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],publisher,0.0,,,,False
NCT02487381,ClinicalTrials.gov,True,2,Publ found in Google ID search,False,True,True,True,True,Mannheim,,small,Other,Interventional,Drug,Phase 1,60.0,Completed,Quadruple,Randomized,True,False,False,False,2015-06-29,2015-04-01,2015-08-01,2015,2015-07-01,2015.0,,,,,-89.0,33,2.0,1931.0,1962.0,1964.0,10.3389/fpsyt.2020.576877,33304282.0,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.576877/full,2020-11-13,True,True,True,True,True,False,True,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,gold,1664-0640,Frontiers in Psychiatry,Frontiers Media SA,2020-11-13,gold,,,,,,,,,,,,,,
NCT03046940,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Marburg,,small,Other,Interventional,Other,,120.0,Completed,Single,Randomized,True,False,True,False,2017-01-30,2017-03-15,2017-06-08,2017,2017-06-08,2017.0,,,,,44.0,129,129.0,524.0,524.0,653.0,10.13140/rg.2.2.19672.85765,,https://www.researchgate.net/publication/337734613_patient-centered_communication_results_in_better_medication_adherence_a_randomized_controlled_trial,2018-11-14,True,False,,,False,False,,,,False,,False,,,,,0,,,True,True,,,,,,,,,,,,,,,,,,,,,
NCT03092206,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,TU_München,,large,Other,Interventional,Drug,Phase 1,30.0,Completed,None (Open Label),Randomized,True,False,True,False,2017-03-21,2017-04-18,2017-07-28,2017,2017-07-28,2017.0,,,,,28.0,129,129.0,432.0,432.0,561.0,10.3851/imp3271,30281025.0,https://www.intmedpress.com/journals/avt/abstract.cfm?id=3271&pid=48,2018-10-03,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,1.0,0,,,True,True,,closed,1359-6535,Antiviral Therapy,International Medical Press,2018-01-01,closed,,,,,,,,,,,,,,
NCT02318810,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Rostock,,small,Other,Interventional,Drug,,300.0,Completed,Double,Randomized,True,False,True,False,2014-12-12,2015-03-01,2016-05-01,2016,2016-05-01,2016.0,,,,,79.0,506,506.0,501.0,501.0,1007.0,10.1111/anae.14035,28913862.0,https://pubmed.ncbi.nlm.nih.gov/28913862/,2017-09-14,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,bronze,0003-2409,Anaesthesia,Wiley,2017-09-14,bronze,,,,,,,,,,,,,,
NCT03184272,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Schleswig-Holstein,,large,Other,Interventional,Procedure,,50.0,Completed,None (Open Label),,,False,False,False,2017-06-03,2015-06-01,2017-06-01,2017,2017-06-01,2017.0,,,,,-733.0,-2,-2.0,1166.0,1166.0,1164.0,10.1186/s12871-020-01110-x,32778047.0,https://pubmed.ncbi.nlm.nih.gov/32778047/,2020-08-10,True,True,True,True,True,False,True,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,gold,1471-2253,BMC Anesthesiology,Springer Science and Business Media LLC,2020-08-10,gold,,,,,,,,,,,,,,
NCT02858817,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Tübingen,,large,Other,Interventional,Drug,Phase 1,30.0,Completed,Quadruple,Randomized,True,True,True,False,2016-07-28,2016-11-28,2017-11-16,2017,2017-11-16,2017.0,,,,,123.0,476,476.0,-274.0,-274.0,202.0,10.1038/nature21060,28199305.0,https://pubmed.ncbi.nlm.nih.gov/28199305/,2017-02-15,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,1.0,0,,,True,True,,closed,"0028-0836,1476-4687",Nature,Springer Science and Business Media LLC,2017-02-01,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2018-02-01,True,True,False
NCT01817738,ClinicalTrials.gov,True,2,Publ found in Google ID search,False,True,True,True,True,Tübingen,,large,Industry,Interventional,Biological,Phase 1/Phase 2,197.0,Terminated,Quadruple,Randomized,True,True,False,False,2013-02-08,2012-08-01,2017-01-01,2017,2016-08-01,2016.0,,,,,-191.0,1423,1270.0,396.0,549.0,1819.0,,,https://www.clinicaltrialsregister.eu/ctr-search/trial/2011-006314-14/results,2018-02-01,True,False,,,False,False,,,,,,,,,,,0,,,True,False,,,,,,,,,,,,,,,,,,,,,
NCT02531386,ClinicalTrials.gov,True,2,Publ found in Google ID search,False,True,True,True,True,Ulm,,large,Other,Interventional,Device,,120.0,Completed,,,,False,True,False,2015-08-07,2015-08-01,2015-11-01,2015,2015-09-01,2015.0,,,,,-6.0,86,25.0,700.0,761.0,786.0,10.1089/dia.2016.0408,28704063.0,https://www.liebertpub.com/doi/10.1089/dia.2016.0408,2017-10-01,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"1520-9156,1557-8593",Diabetes Technology & Therapeutics,Mary Ann Liebert Inc,2017-10-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],publisher,12.0,2018-10-01,True,True,False
NCT02694926,ClinicalTrials.gov,True,2,Publ found in Google ID search,False,True,True,True,True,Würzburg,,small,Other,Interventional,Other,,528.0,Completed,None (Open Label),,,False,False,False,2016-02-08,2014-12-01,2017-12-01,2017,2017-11-01,2017.0,,,,,-434.0,662,632.0,974.0,1004.0,1636.0,10.1530/eje-20-0181,32580144.0,https://eje.bioscientifica.com/view/journals/eje/183/2/eje-20-0181.xml,2020-08-01,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0804-4643,1479-683X",European Journal of Endocrinology,Bioscientifica,2020-08-01,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,[],publisher,,,,,False
NCT02790073,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Aachen,,large,Other,Interventional,Drug,Phase 2,14.0,Completed,None (Open Label),,,True,True,True,2016-05-25,2016-05-01,2017-11-15,2017,2017-11-15,2017.0,2019-07-30,2019-07-30,622.0,622.0,-24.0,539,539.0,633.0,633.0,1172.0,10.1007/s40620-019-00631-0,31401795.0,https://link.springer.com/article/10.1007%2fs40620-019-00631-0,2019-08-10,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"1121-8428,1724-6059",Journal of Nephrology,Springer Science and Business Media LLC,2019-08-10,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2020-08-10,True,True,False
NCT02002871,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Aachen,,large,Industry,Interventional,Device,,21.0,Completed,None (Open Label),Randomized,True,False,False,True,2013-12-02,2013-10-01,2014-03-01,2014,2014-03-01,2014.0,2015-03-16,2015-03-16,380.0,380.0,-62.0,89,89.0,902.0,902.0,991.0,10.1159/000448000,27537360.0,https://www.karger.com/article/fulltext/448000,2016-08-19,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"1018-8665,1421-9832",Dermatology,S. Karger AG,2016-01-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],publisher,12.0,2017-01-01,True,True,False
NCT01347567,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Berlin,,large,Industry,Interventional,Other,,145.0,Completed,Single,Randomized,True,True,False,False,2011-05-03,2011-04-01,2014-01-01,2014,2013-03-01,2013.0,,,,,-32.0,974,668.0,1464.0,1770.0,2438.0,10.1002/ejhf.1053,29314505.0,https://onlinelibrary.wiley.com/doi/full/10.1002/ejhf.1053,2018-01-04,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,bronze,1388-9842,European Journal of Heart Failure,Wiley,2018-01-04,bronze,,,,,,,,,,,,,,
NCT02547519,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Dresden,,large,Other,Interventional,Drug,Phase 2,44.0,Completed,Triple,Randomized,True,False,True,False,2015-08-29,2015-08-01,2017-12-01,2017,2017-12-01,2017.0,,,,,-28.0,825,825.0,963.0,963.0,1788.0,10.1101/2020.06.12.20129189,,https://www.medrxiv.org/content/10.1101/2020.06.12.20129189v3,2020-07-21,True,False,,,False,False,,,,False,,False,,,,,0,,,True,True,,green,,,Cold Spring Harbor Laboratory,2020-06-14,green,,,,,,,,,,,,,,
NCT02547519,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,TU_München,,large,Other,Interventional,Drug,Phase 2,44.0,Completed,Triple,Randomized,True,False,True,False,2015-08-29,2015-08-01,2017-12-01,2017,2017-12-01,2017.0,,,,,-28.0,825,825.0,963.0,963.0,1788.0,10.1101/2020.06.12.20129189,,https://www.medrxiv.org/content/10.1101/2020.06.12.20129189v3,2020-07-21,True,False,,,False,False,,,,False,,False,,,,,0,,,True,True,,green,,,Cold Spring Harbor Laboratory,2020-06-14,green,,,,,,,,,,,,,,
NCT02610764,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Freiburg,,large,Other,Interventional,Procedure,,19.0,Completed,None (Open Label),,,False,True,False,2015-11-15,2015-11-01,2016-12-01,2016,2016-12-01,2016.0,,,,,-14.0,382,382.0,840.0,840.0,1222.0,10.3390/cancers11030397,30901891.0,https://www.mdpi.com/2072-6694/11/3/397/htm,2019-03-21,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,1.0,0,,,True,True,,gold,2072-6694,Cancers,MDPI AG,2019-03-21,gold,,,,,,,,,,,,,,
NCT03404232,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Other,Interventional,Device,,60.0,Completed,None (Open Label),Non-Randomized,False,False,False,False,2018-01-05,2012-01-01,2017-12-31,2017,2016-12-31,2016.0,,,,,-2196.0,-5,-370.0,172.0,537.0,167.0,10.1186/s12891-018-2103-x,30016956.0,https://pubmed.ncbi.nlm.nih.gov/30016956/,2018-06-21,True,True,True,True,True,False,True,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,gold,1471-2474,BMC Musculoskeletal Disorders,Springer Science and Business Media LLC,2018-06-21,gold,,,,,,,,,,,,,,
NCT03079518,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Other,Interventional,Drug,Phase 2,23.0,Completed,Single,Non-Randomized,False,False,True,False,2017-03-03,2017-03-10,2017-10-25,2017,2017-10-25,2017.0,,,,,7.0,236,236.0,202.0,202.0,438.0,10.1016/j.jacc.2018.03.448,29747838.0,https://www.sciencedirect.com/science/article/pii/s0735109718340932?via%3dihub,2018-05-15,True,True,True,True,True,False,False,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2018-05-01,bronze,,,,,,,,,,,,,,
NCT02735187,ClinicalTrials.gov,True,2,Publ found in Google ID search,False,True,True,True,True,Aachen,,large,Industry,Interventional,Device,,51.0,Completed,Single,Randomized,True,False,True,True,2016-03-16,2016-03-01,2016-08-01,2016,2016-08-01,2016.0,2017-09-12,2017-09-12,407.0,407.0,-15.0,138,138.0,883.0,883.0,1021.0,,,https://pdfs.semanticscholar.org/b3a6/c8239a9c030a1c7a3af8acbafc77c9a8ecc2.pdf?_ga=2.264204238.316868046.1597691860-1172082013.1597691860,2019-01-01,True,False,,,False,False,,,,,,,,,,,0,,,True,False,,,,,,,,,,,,,,,,,,,,,
NCT02322502,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Other,Interventional,Drug,Phase 3,352.0,Completed,Double,Randomized,True,True,True,False,2014-12-12,2015-02-01,2016-02-01,2016,2016-02-01,2016.0,,,,,51.0,416,416.0,912.0,912.0,1328.0,10.1097/eja.0000000000000852,29916859.0,https://journals.lww.com/ejanaesthesiology/fulltext/2018/08000/emergence_times_and_airway_reactions_during.7.aspx,2018-08-01,True,True,True,True,True,False,True,True,True,True,True,False,True,0.0,1.0,1.0,0,,,True,True,,green,0265-0215,European Journal of Anaesthesiology,Ovid Technologies (Wolters Kluwer Health),2018-08-01,green,,,,,,,,,,,,,,
NCT02270853,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Other,Interventional,Device,,100.0,Unknown status,None (Open Label),,,True,False,False,2014-10-14,2014-04-01,2016-12-01,2016,2016-12-01,2016.0,,,,,-196.0,779,779.0,531.0,531.0,1310.0,10.1186/s12890-018-0645-1,29769049.0,https://pubmed.ncbi.nlm.nih.gov/29769049/,2018-05-16,True,True,True,True,True,False,True,True,False,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,gold,1471-2466,BMC Pulmonary Medicine,Springer Science and Business Media LLC,2018-05-16,gold,,,,,,,,,,,,,,
NCT02262442,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Other,Interventional,Device,Phase 4,60.0,Unknown status,Single,Randomized,True,False,True,False,2014-10-07,2014-10-01,2016-08-01,2016,2016-08-01,2016.0,,,,,-6.0,664,664.0,842.0,842.0,1506.0,10.1186/s12931-018-0926-5,30463577.0,https://pubmed.ncbi.nlm.nih.gov/30463577/,2018-11-21,True,True,True,True,True,False,True,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,gold,1465-993X,Respiratory Research,Springer Science and Business Media LLC,2018-11-21,gold,,,,,,,,,,,,,,
NCT02004847,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Industry,Interventional,Device,,47.0,Completed,Triple,Randomized,True,False,False,True,2013-11-19,2013-09-01,2014-05-01,2014,2014-05-01,2014.0,2015-08-12,2015-08-12,468.0,468.0,-79.0,163,163.0,397.0,397.0,560.0,10.1159/000430495,26044167.0,https://pubmed.ncbi.nlm.nih.gov/26044167/,2015-06-02,True,True,True,True,True,False,False,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,closed,"1018-8665,1421-9832",Dermatology,S. Karger AG,2015-01-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],publisher,12.0,2016-01-01,True,True,False
NCT01884376,ClinicalTrials.gov,True,2,Publ found in Google ID search,False,True,True,True,True,Aachen,,large,Other,Interventional,Device,,20.0,Completed,None (Open Label),Non-Randomized,False,False,True,False,2013-06-19,2013-07-01,2015-05-01,2015,2015-05-01,2015.0,,,,,12.0,681,681.0,875.0,875.0,1556.0,10.1186/s40001-017-0279-4,28938917.0,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5610476/,2017-09-22,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,2047-783X,European Journal of Medical Research,Springer Science and Business Media LLC,2017-09-22,gold,,,,,,,,,,,,,,
NCT01839084,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Other,Interventional,Drug,Phase 3,46.0,Completed,Quadruple,Randomized,True,False,True,False,2013-04-09,2013-07-01,2016-02-01,2016,2016-02-01,2016.0,,,,,83.0,1028,1028.0,1254.0,1254.0,2282.0,10.1186/s12871-019-0799-2,31288740.0,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6617591/,2019-07-09,True,True,True,True,True,False,True,True,True,True,True,True,True,0.0,0.0,1.0,1,2012-005698-30,EudraCT,True,True,,gold,1471-2253,BMC Anesthesiology,Springer Science and Business Media LLC,2019-07-09,gold,,,,,,,,,,,,,,
NCT01712464,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Aachen,,large,Other,Interventional,Drug,,60.0,Completed,Double,Randomized,True,False,True,False,2012-10-15,2013-10-18,2016-08-07,2016,2016-08-07,2016.0,,,,,368.0,1392,1392.0,817.0,817.0,2209.0,10.1038/s41386-018-0258-7,30390065.0,https://pubmed.ncbi.nlm.nih.gov/30390065/,2018-11-02,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,green,"0893-133X,1740-634X",Neuropsychopharmacology,Springer Science and Business Media LLC,2018-11-02,bronze,,,,,,,,,,,,,,
NCT01647854,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Aachen,,large,Other,Interventional,Procedure,,425.0,Completed,None (Open Label),,,False,True,False,2012-07-16,2012-08-01,2015-05-01,2015,2015-05-01,2015.0,,,,,16.0,1019,1019.0,33.0,33.0,1052.0,10.1007/s00101-015-0039-1,26036316.0,https://link.springer.com/article/10.1007%2fs00101-015-0039-1,2015-06-03,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0003-2417,1432-055X",Der Anaesthesist,Springer Science and Business Media LLC,2015-06-01,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2016-06-01,True,True,False
NCT01644006,ClinicalTrials.gov,True,2,Registry linked,True,True,True,True,True,Aachen,,large,Other,Interventional,Procedure,,39.0,Completed,None (Open Label),Non-Randomized,False,False,True,False,2012-07-12,2012-08-01,2015-09-01,2015,2013-07-01,2013.0,,,,,20.0,1146,354.0,457.0,1249.0,1603.0,10.2196/jmir.6358,27908843.0,https://pubmed.ncbi.nlm.nih.gov/27908843/,2016-12-01,True,True,True,True,True,False,True,True,False,True,True,False,True,0.0,0.0,0.0,0,,,True,True,,gold,1438-8871,Journal of Medical Internet Research,JMIR Publications Inc.,2016-12-01,gold,,,,,,,,,,,,,,
NCT01199276,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Industry,Interventional,Drug,Phase 2,256.0,Completed,Double,Randomized,True,True,True,False,2010-09-09,2010-09-01,2014-10-01,2014,2014-10-01,2014.0,,,,,-8.0,1483,1483.0,1147.0,1147.0,2630.0,10.1016/j.bja.2017.11.015,29397119.0,https://pubmed.ncbi.nlm.nih.gov/29397119/,2017-11-21,True,True,True,True,True,False,True,True,True,True,True,True,True,0.0,1.0,1.0,0,,,True,True,,green,0007-0912,British Journal of Anaesthesia,Elsevier BV,2018-01-01,bronze,,,,,,,,,,,,,,
NCT00785109,ClinicalTrials.gov,True,2,Publ found in Google ID search,False,True,True,True,True,Aachen,,large,Other,Interventional,Dietary Supplement,Phase 3,99.0,Completed,None (Open Label),Randomized,True,False,True,False,2008-11-04,2010-01-01,2015-08-01,2015,2015-08-01,2015.0,,,,,423.0,2461,2461.0,661.0,661.0,3122.0,10.1161/circulationaha.116.027011,28533322.0,https://www.ahajournals.org/doi/full/10.1161/circulationaha.116.027011,2017-05-23,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,1,2008-005306-39,EudraCT,True,True,,bronze,"0009-7322,1524-4539",Circulation,Ovid Technologies (Wolters Kluwer Health),2017-05-23,bronze,,,,,,,,,,,,,,
NCT00554502,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Other,Interventional,Drug,Phase 3,148.0,Completed,None (Open Label),Randomized,True,True,True,False,2007-10-29,2008-02-01,2015-02-01,2015,2015-02-01,2015.0,,,,,95.0,2652,2652.0,305.0,305.0,2957.0,10.1056/nejmoa1415463,26630142.0,https://pubmed.ncbi.nlm.nih.gov/26630142/,2015-12-03,True,True,True,True,True,False,True,True,False,True,True,False,True,0.0,0.0,0.0,0,,,True,True,,bronze,"0028-4793,1533-4406",New England Journal of Medicine,Massachusetts Medical Society,2015-12-03,bronze,,,,,,,,,,,,,,
NCT01578525,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Aachen,,large,Other,Interventional,Other,,61.0,Completed,None (Open Label),Randomized,True,False,True,False,2012-04-13,2012-04-01,2014-04-01,2014,2014-04-01,2014.0,,,,,-12.0,718,718.0,1525.0,1525.0,2243.0,10.1186/s12877-018-0814-3,29898670.0,https://pubmed.ncbi.nlm.nih.gov/29898670/,2018-06-04,True,True,True,True,True,False,True,True,False,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,gold,1471-2318,BMC Geriatrics,Springer Science and Business Media LLC,2018-06-04,gold,,,,,,,,,,,,,,
NCT00787293,ClinicalTrials.gov,True,2,Publ found in Google ID search,True,True,True,True,True,Aachen,,large,Industry,Interventional,Device,Phase 2,30.0,Suspended,None (Open Label),,,True,False,False,2008-11-05,2008-10-01,2015-11-01,2015,2010-11-01,2010.0,,,,,-35.0,2552,726.0,-990.0,836.0,1562.0,10.1016/j.ahj.2013.01.010,23622913.0,https://www.sciencedirect.com/science/article/abs/pii/s0002870313000677,2013-02-14,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,1.0,0,,,True,True,,closed,0002-8703,American Heart Journal,Elsevier BV,2013-05-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-05-01,True,True,False
NCT03860129,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Bochum,,small,Other,Interventional,Drug,,30.0,Completed,Single,Randomized,True,True,False,False,2018-09-24,2014-12-10,2017-05-31,2017,2017-05-05,2017.0,,,,,-1384.0,-481,-507.0,868.0,894.0,387.0,10.1186/s13613-019-0594-8,31620921.0,https://pubmed.ncbi.nlm.nih.gov/31620921/,2019-10-16,True,True,True,True,True,False,True,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,gold,2110-5820,Annals of Intensive Care,Springer Science and Business Media LLC,2019-10-16,gold,,,,,,,,,,,,,,
NCT03587324,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Bochum,,small,Other,Interventional,Drug,,176.0,Completed,None (Open Label),,,False,False,False,2018-07-02,2013-02-01,2015-03-01,2015,2015-03-01,2015.0,,,,,-1977.0,-1219,-1219.0,1058.0,1058.0,-161.0,10.1111/jth.13962,29383871.0,https://onlinelibrary.wiley.com/doi/abs/10.1111/jth.13962,2018-01-22,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,bronze,"1538-7933,1538-7836",Journal of Thrombosis and Haemostasis,Wiley,2018-02-28,bronze,,,,,,,,,,,,,,
NCT02468427,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Bochum,,small,Other,Interventional,Other,,137.0,Completed,Single,Randomized,True,False,False,False,2015-05-03,2015-03-01,2015-10-01,2015,2015-10-01,2015.0,,,,,-63.0,151,151.0,540.0,540.0,691.0,10.1097/md.0000000000006355,28296771.0,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5369926/,2017-03-24,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,0025-7974,Medicine,Ovid Technologies (Wolters Kluwer Health),2017-03-01,gold,,,,,,,,,,,,,,
NCT02406014,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Bochum,,small,Industry,Interventional,Drug,Phase 4,502.0,Completed,None (Open Label),Randomized,True,False,True,False,2015-03-27,2015-04-01,2016-06-01,2016,2016-06-01,2016.0,,,,,5.0,432,432.0,-503.0,-503.0,-71.0,10.1111/bjd.16048,29030864.0,https://pubmed.ncbi.nlm.nih.gov/29030864/,2015-01-15,True,True,True,True,True,False,True,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,closed,0007-0963,British Journal of Dermatology,Wiley,2018-01-15,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12.0,2019-01-15,True,True,False
NCT02342509,ClinicalTrials.gov,True,2,Publ found in Google search (no ID),False,True,True,True,True,Bochum,,small,Other,Interventional,Drug,,63.0,Completed,Single,Randomized,True,True,False,False,2015-01-06,2014-09-01,2014-12-01,2014,2014-12-01,2014.0,,,,,-127.0,-36,-36.0,105.0,105.0,69.0,10.1186/cc14575,,https://link.springer.com/article/10.1186/cc14575,2015-03-16,True,False,,,False,False,,,,False,,False,,,,,0,,,True,True,,gold,1364-8535,Critical Care,Springer Science and Business Media LLC,2015-01-01,gold,,,,,,,,,,,,,,
NCT02330471,ClinicalTrials.gov,True,2,Registry linked,False,True,True,True,True,Bochum,,small,Other,Interventional,Procedure,Phase 3,160.0,Completed,None (Open Label),Randomized,True,False,False,False,2014-12-27,2014-01-01,2015-03-01,2015,2015-03-01,2015.0,,,,,-360.0,64,64.0,397.0,397.0,461.0,10.1097/lgt.0000000000000177,26796660.0,https://pubmed.ncbi.nlm.nih.gov/26796660/,2016-04-01,True,True,True,True,True,False,False,True,True,True,True,False,True,0.0,0.0,0.0,0,,,True,True,,closed,1089-2591,Journal of Lower Genital Tract Disease,Ovid Technologies (Wolters Kluwer Health),2016-04-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],publisher,12.0,2017-04-01,True,True,False
