id,registry,lead_cities,has_publication,doi,pmid,url,publication_date,identification_step,publication_type,is_prospective,has_summary_results,summary_results_date,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,days_cd_to_publication,days_pcd_to_publication,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_reg_to_publication,recruitment_status,phase,enrollment,is_multicentric,main_sponsor,allocation,is_randomized,masking,intervention_type,center_size,has_german_umc_lead,facility_cities,iv_version,is_dupe
NCT00559286,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2007-11-15,2007-12-01,2009-01-01,2009,2009-01-01,2009,NA,NA,NA,NA,16,413,413,NA,Terminated,Phase 4,40,FALSE,Other,Randomized,TRUE,Double Blind,Drug,small,TRUE,Heidelberg,1,FALSE
NCT00560768,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2007-11-19,2007-12-01,2012-10-01,2012,2012-08-01,2012,NA,NA,NA,NA,12,1778,1717,NA,Completed,Phase 4,198,TRUE,Industry,Non-Randomized,FALSE,Open Label,Device,No lead center,FALSE,Bochum Bonn Mainz Würzburg,1,FALSE
NCT00561587,ClinicalTrials.gov,Heidelberg Mannheim Tübingen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2007-11-20,2007-11-01,2010-02-01,2010,2009-08-01,2009,NA,NA,NA,NA,-19,804,620,NA,Completed,Phase 2,40,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,Göttingen,1,FALSE
NCT00564993,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2007-11-28,2007-11-01,2012-05-01,2012,2011-05-01,2011,NA,NA,NA,NA,-27,1616,1250,NA,Terminated,Phase 3,53,TRUE,Other,Non-Randomized,FALSE,Open Label,Drug,No lead center,FALSE,Freiburg Hannover Schleswig-Holstein Leipzig TU_München Münster Homburg Tübingen,1,FALSE
NCT00569257,ClinicalTrials.gov,Göttingen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2007-12-06,2007-12-01,2011-07-01,2011,2011-07-01,2011,NA,NA,NA,NA,-5,1303,1303,NA,Completed,Phase 2,85,TRUE,Industry,Not given,NA,Open Label,Drug,small,TRUE,Berlin Dresden Erlangen Duisburg Frankfurt Greifswald Hannover Schleswig-Holstein Rostock,1,FALSE
NCT00570713,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,TRUE,2011-12-08,2007-12-07,2007-12-01,2009-12-01,2009,2009-12-01,2009,NA,NA,737,737,-6,725,725,NA,Completed,Phase 2,155,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Freiburg Hannover Heidelberg Ulm,1,FALSE
NCT00571753,ClinicalTrials.gov,Köln,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2007-12-11,2008-06-01,2012-02-01,2012,2011-12-01,2011,NA,NA,NA,NA,173,1513,1451,NA,Terminated,Phase 3,900,TRUE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,Frankfurt Heidelberg,1,FALSE
NCT00574613,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2007-12-13,2007-09-01,2010-09-01,2010,2009-11-01,2009,NA,NA,NA,NA,-103,993,689,NA,Completed,Phase 2,56,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Frankfurt Köln,1,FALSE
NCT00578097,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2007-12-18,2008-02-01,2009-12-01,2009,2009-06-01,2009,NA,NA,NA,NA,45,714,531,NA,Terminated,Phase 2,81,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Aachen,1,FALSE
NCT00586794,ClinicalTrials.gov,LMU_München TU_München,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2007-12-21,2007-12-01,2012-06-01,2012,2012-05-01,2012,NA,NA,NA,NA,-20,1624,1593,NA,Terminated,Phase 3,24,TRUE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,Berlin Erlangen Freiburg Giessen Halle Hannover Heidelberg Schleswig-Holstein Münster Homburg Tübingen,1,FALSE
NCT00596986,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-01-08,2008-10-01,2009-09-01,2009,2009-09-01,2009,NA,NA,NA,NA,267,602,602,NA,Unknown status,Not given,30,FALSE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00599495,ClinicalTrials.gov,Hamburg,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-01-11,2002-11-01,2009-12-01,2009,2009-08-01,2009,NA,NA,NA,NA,-1897,690,568,NA,Completed,Phase 2,50,FALSE,Other,Not given,NA,Open Label,Procedure,large,TRUE,NA,1,FALSE
NCT00605683,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2007-12-19,2007-11-01,2012-03-01,2012,2012-01-01,2012,NA,NA,NA,NA,-48,1534,1474,NA,Completed,Phase 3,679,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Tübingen Ulm,1,FALSE
NCT00612898,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-01-30,2008-02-01,2010-01-01,2010,2010-01-01,2010,NA,NA,NA,NA,2,702,702,NA,Terminated,Phase 2/Phase 3,239,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Bochum Bonn Duisburg Frankfurt LMU_München,1,FALSE
NCT00613496,ClinicalTrials.gov,Magdeburg,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-01-31,2009-05-01,2010-05-01,2010,2010-05-01,2010,NA,NA,NA,NA,456,821,821,NA,Unknown status,Phase 4,60,FALSE,Other,Randomized,TRUE,Double Blind,Drug,small,TRUE,NA,1,FALSE
NCT00613860,ClinicalTrials.gov,Heidelberg,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-01-31,2008-01-01,2011-12-01,2011,2011-12-01,2011,NA,NA,NA,NA,-30,1400,1400,NA,Unknown status,Phase 3,30,TRUE,Other,Not given,NA,Open Label,Device,large,TRUE,Berlin,1,FALSE
NCT00617578,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-02-06,2007-11-01,2012-07-01,2012,2012-07-01,2012,NA,NA,NA,NA,-97,1607,1607,NA,Completed,Phase 4,194,TRUE,Industry,Randomized,TRUE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT00621114,ClinicalTrials.gov,Tübingen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-01-31,2007-08-01,2009-07-01,2009,2009-07-01,2009,NA,NA,NA,NA,-183,517,517,NA,Completed,Not given,69,FALSE,Industry,Randomized,TRUE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT00623415,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-02-15,2007-12-01,2012-11-01,2012,2012-11-01,2012,NA,NA,NA,NA,-76,1721,1721,NA,Terminated,Phase 2,30,TRUE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,Göttingen Ulm,1,FALSE
NCT00623584,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-02-13,2011-04-01,2012-10-01,2012,2012-04-01,2012,NA,NA,NA,NA,1143,1692,1509,NA,Unknown status,Not given,60,TRUE,Other,Randomized,TRUE,Open Label,Procedure,No lead center,FALSE,Halle,1,FALSE
NCT00625222,ClinicalTrials.gov,Schleswig-Holstein,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-02-11,2007-09-01,2010-06-01,2010,2010-06-01,2010,NA,NA,NA,NA,-163,841,841,NA,Unknown status,Not given,70,FALSE,Other,Not given,NA,Open Label,Procedure,small,TRUE,Bonn Erlangen,1,FALSE
NCT00628797,ClinicalTrials.gov,Köln,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-02-26,2008-02-01,2010-11-01,2010,2010-07-01,2010,NA,NA,NA,NA,-25,979,856,NA,Unknown status,Phase 1/Phase 2,60,TRUE,Other,Randomized,TRUE,Open Label,Radiation,large,TRUE,Tübingen,1,FALSE
NCT00629135,ClinicalTrials.gov,Hannover,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-02-25,2005-11-01,2012-08-01,2012,2012-02-01,2012,NA,NA,NA,NA,-846,1619,1437,NA,Unknown status,Phase 3,180,FALSE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00631475,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,TRUE,2012-06-19,2008-02-12,2008-04-01,2010-05-01,2010,2010-04-01,2010,NA,NA,780,810,49,809,779,NA,Completed,Phase 3,128,TRUE,Industry,Non-Randomized,FALSE,Open Label,Drug,No lead center,FALSE,Giessen Göttingen LMU_München,1,FALSE
NCT00633698,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-03-05,2008-01-01,2010-03-01,2010,2009-12-01,2009,NA,NA,NA,NA,-64,726,636,NA,Unknown status,Phase 3,150,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT00637104,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-03-10,2008-07-01,2011-06-01,2011,2010-12-01,2010,NA,NA,NA,NA,113,1178,996,NA,Unknown status,Phase 2/Phase 3,160,TRUE,Industry,Randomized,TRUE,Single Blind,Device,No lead center,FALSE,Freiburg,1,FALSE
NCT00637442,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-02-15,2008-02-01,2010-12-01,2010,2010-12-01,2010,NA,NA,NA,NA,-14,1020,1020,NA,Unknown status,Not given,30,FALSE,Other,Not given,NA,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00637676,ClinicalTrials.gov,Heidelberg,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-03-11,2008-07-01,2011-09-01,2011,2011-06-01,2011,NA,NA,NA,NA,112,1269,1177,NA,Completed,Phase 2,50,FALSE,Other,Randomized,TRUE,Single Blind,Procedure,large,TRUE,NA,1,FALSE
NCT00639834,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-01-10,2008-02-01,2010-06-01,2010,2010-06-01,2010,NA,NA,NA,NA,22,873,873,NA,Completed,Phase 1,26,TRUE,Industry,Not given,NA,Open Label,Biological,No lead center,FALSE,Dresden Köln,1,FALSE
NCT00642928,ClinicalTrials.gov,Giessen Marburg,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-03-21,2007-10-01,2009-06-01,2009,2009-03-01,2009,NA,NA,NA,NA,-172,437,345,NA,Completed,Phase 2,108,FALSE,Other,Randomized,TRUE,Double Blind,Drug,small,TRUE,NA,1,FALSE
NCT00647192,ClinicalTrials.gov,Homburg,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-03-26,2008-03-01,2012-02-01,2012,2012-02-01,2012,NA,NA,NA,NA,-25,1407,1407,NA,Terminated,Phase 2,38,TRUE,Other,Randomized,TRUE,Double Blind,Drug,small,TRUE,NA,1,FALSE
NCT00653731,ClinicalTrials.gov,Halle,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-04-02,2008-02-01,2010-01-01,2010,2010-01-01,2010,NA,NA,NA,NA,-61,639,639,NA,Completed,Not given,327,FALSE,Other,Randomized,TRUE,Open Label,Behavioral,small,TRUE,NA,1,FALSE
NCT00663455,ClinicalTrials.gov,Erlangen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-04-21,2008-12-01,2013-06-01,2013,2012-12-01,2012,NA,NA,NA,NA,224,1867,1685,NA,Terminated,Phase 4,50,TRUE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,Freiburg Hamburg Hannover Heidelberg Jena LMU_München Münster Rostock,1,FALSE
NCT00678756,ClinicalTrials.gov,Dresden,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-05-14,2008-03-01,2009-12-01,2009,2009-10-01,2009,NA,NA,NA,NA,-74,566,505,NA,Unknown status,Phase 2,12,FALSE,Other,Non-Randomized,FALSE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00682747,ClinicalTrials.gov,Halle,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-05-16,2008-05-01,2011-03-01,2011,2011-03-01,2011,NA,NA,NA,NA,-15,1019,1019,NA,Terminated,Phase 2,13,TRUE,Other,Randomized,TRUE,Open Label,Drug,small,TRUE,NA,1,FALSE
NCT00690612,ClinicalTrials.gov,Heidelberg,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,TRUE,2010-08-31,2008-06-02,2007-09-01,2009-09-01,2009,2009-09-01,2009,NA,NA,364,364,-275,456,456,NA,Completed,Phase 3,35,TRUE,Industry,Not given,NA,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00691002,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-06-03,2008-05-01,2010-01-01,2010,2010-01-01,2010,NA,NA,NA,NA,-33,577,577,NA,Completed,Phase 3,1245,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT00691912,ClinicalTrials.gov,Magdeburg,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-06-04,2006-12-01,2013-12-01,2013,2013-12-01,2013,NA,NA,NA,NA,-551,2006,2006,NA,Terminated,Phase 2,26,FALSE,Other,Not given,NA,Open Label,Drug,small,TRUE,NA,1,FALSE
NCT00696332,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-06-10,2008-09-01,2010-05-01,2010,2010-04-01,2010,NA,NA,NA,NA,83,690,660,NA,Completed,Phase 2,559,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Ulm,1,FALSE
NCT00696956,ClinicalTrials.gov,Tübingen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-06-10,2008-04-01,2011-04-01,2011,2011-04-01,2011,NA,NA,NA,NA,-70,1025,1025,NA,Unknown status,Phase 2/Phase 3,114,TRUE,Other,Randomized,TRUE,Double Blind,Device,large,TRUE,Berlin Rostock,1,FALSE
NCT00704002,ClinicalTrials.gov,Düsseldorf,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-06-23,2006-12-01,2010-06-01,2010,2010-02-01,2010,NA,NA,NA,NA,-570,708,588,NA,Terminated,Not given,9,FALSE,Other,Randomized,TRUE,Open Label,Procedure,small,TRUE,NA,1,FALSE
NCT00707304,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-06-26,2008-11-01,2012-08-01,2012,2011-03-01,2011,NA,NA,NA,NA,128,1497,978,NA,Completed,Phase 3,742,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Erlangen Göttingen Mannheim TU_München,1,FALSE
NCT00709098,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,TRUE,2012-09-27,2008-07-01,2008-09-01,2010-06-01,2010,2010-06-01,2010,NA,NA,849,849,62,700,700,NA,Completed,Phase 3,49,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Dresden,1,FALSE
NCT00709956,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,TRUE,2010-10-07,2008-07-01,2008-07-01,2009-08-01,2009,2009-08-01,2009,NA,NA,432,432,0,396,396,NA,Completed,Phase 3,64,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Dresden,1,FALSE
NCT00711113,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,TRUE,2013-08-22,2008-07-07,2003-12-01,2011-09-01,2011,2011-09-01,2011,NA,NA,721,721,-1680,1151,1151,NA,Completed,Not given,47,TRUE,Industry,Non-Randomized,FALSE,Open Label,Device,No lead center,FALSE,Mainz,1,FALSE
NCT00711360,ClinicalTrials.gov,Würzburg,FALSE,10.1093/europace/eur220,NA,https://academic.oup.com/europace/article/13/suppl_3/NP/737911/Poster-Session-1,NA,Abstract only,NA,TRUE,FALSE,NA,2008-07-07,2008-07-01,2012-09-01,2012,2012-01-01,2012,NA,NA,NA,NA,-6,1517,1273,NA,Completed,Phase 4,303,TRUE,Industry,Not given,NA,Open Label,Device,small,TRUE,Aachen Berlin Bochum Düsseldorf Duisburg Greifswald Hamburg Hannover Heidelberg Jena Tübingen,1,FALSE
NCT00717639,ClinicalTrials.gov,Heidelberg,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-06-30,2008-05-01,2010-07-01,2010,2010-07-01,2010,NA,NA,NA,NA,-60,731,731,NA,Terminated,Phase 4,150,TRUE,Other,Not given,NA,Open Label,Procedure,large,TRUE,Mannheim LMU_München,1,FALSE
NCT00727012,ClinicalTrials.gov,Heidelberg,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-07-29,2008-06-01,2010-11-01,2010,2010-11-01,2010,NA,NA,NA,NA,-58,825,825,NA,Completed,Not given,180,FALSE,Industry,Not given,NA,Open Label,Device,large,TRUE,NA,1,FALSE
NCT00727181,ClinicalTrials.gov,Leipzig,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-07-29,2007-11-01,2010-12-01,2010,2010-07-01,2010,NA,NA,NA,NA,-271,855,702,NA,Completed,Not given,120,TRUE,Industry,Not given,NA,Open Label,Device,large,TRUE,TU_München,1,FALSE
NCT00727493,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-07-31,2004-01-01,2010-04-01,2010,2010-01-01,2010,NA,NA,NA,NA,-1673,609,519,NA,Unknown status,Phase 4,45,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT00732329,ClinicalTrials.gov,Dresden,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-08-08,2008-08-01,2011-01-01,2011,2011-01-01,2011,NA,NA,NA,NA,-7,876,876,NA,Completed,Not given,160,TRUE,Other,Randomized,TRUE,Open Label,Behavioral,large,TRUE,NA,1,FALSE
NCT00735722,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-08-14,2009-07-01,2012-08-01,2012,2012-08-01,2012,NA,NA,NA,NA,321,1448,1448,NA,Terminated,Not given,188,TRUE,Industry,Randomized,TRUE,Single Blind,Device,No lead center,FALSE,Schleswig-Holstein,1,FALSE
NCT00739635,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-08-21,2008-09-01,2010-02-01,2010,2010-02-01,2010,NA,NA,NA,NA,11,529,529,NA,Completed,Phase 3,411,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin,1,FALSE
NCT00742443,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-08-26,2008-12-01,2011-02-01,2011,2011-01-01,2011,NA,NA,NA,NA,97,889,858,NA,Completed,Phase 3,350,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Freiburg Jena Schleswig-Holstein,1,FALSE
NCT00753155,ClinicalTrials.gov,Hannover,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-09-12,2002-01-01,2009-09-01,2009,2009-09-01,2009,NA,NA,NA,NA,-2446,354,354,NA,Unknown status,Not given,89,NA,Other,Randomized,TRUE,Open Label,Behavioral,large,TRUE,NA,1,FALSE
NCT00753350,ClinicalTrials.gov,Mainz,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-09-15,2008-09-01,2012-09-01,2012,2012-09-01,2012,NA,NA,NA,NA,-14,1447,1447,NA,Completed,Phase 1,15,FALSE,Industry,Non-Randomized,FALSE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT00754663,ClinicalTrials.gov,Tübingen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-08-04,2008-05-01,2009-11-01,2009,2009-09-01,2009,NA,NA,NA,NA,-95,454,393,NA,Unknown status,Not given,100,FALSE,Other,Randomized,TRUE,Open Label,Behavioral,large,TRUE,NA,1,FALSE
NCT00754975,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-09-16,2008-01-01,2010-07-01,2010,2009-05-01,2009,NA,NA,NA,NA,-259,653,227,NA,Completed,Not given,130,TRUE,Industry,Randomized,TRUE,No masking,Device,No lead center,FALSE,Bonn Hamburg,1,FALSE
NCT00756873,ClinicalTrials.gov,Regensburg,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-09-19,2008-10-01,2009-12-01,2009,2009-09-01,2009,NA,NA,NA,NA,12,438,347,NA,Unknown status,Phase 3,90,TRUE,Other,Randomized,TRUE,Double Blind,Drug,small,TRUE,NA,1,FALSE
NCT00758407,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-09-24,2006-08-01,2010-01-01,2010,2010-01-01,2010,NA,NA,NA,NA,-785,464,464,NA,Completed,Phase 2/Phase 3,66,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Leipzig,1,FALSE
NCT00761280,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,TRUE,2014-08-07,2008-09-26,2008-12-01,2012-06-01,2012,2012-02-01,2012,NA,NA,797,918,66,1344,1223,NA,Terminated,Phase 3,27,TRUE,Industry,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Frankfurt Freiburg Hamburg Hannover Heidelberg Leipzig Magdeburg Münster Regensburg Ulm,1,FALSE
NCT00762632,ClinicalTrials.gov,TU_München,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-09-29,2007-12-01,2012-06-01,2012,2012-06-01,2012,NA,NA,NA,NA,-303,1341,1341,NA,Completed,Phase 1/Phase 2,40,FALSE,Other,Non-Randomized,FALSE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00764075,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-09-26,2008-10-01,2011-06-01,2011,2011-04-01,2011,NA,NA,NA,NA,5,978,917,NA,Completed,Not given,132,FALSE,Other,Randomized,TRUE,Open Label,Device,small,TRUE,NA,1,FALSE
NCT00768846,ClinicalTrials.gov,TU_München,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-10-06,2008-09-01,2011-06-01,2011,2010-05-01,2010,NA,NA,NA,NA,-35,968,572,NA,Unknown status,Phase 4,2600,TRUE,Other,Randomized,TRUE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT00773565,ClinicalTrials.gov,Heidelberg,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-10-15,2008-10-01,2011-08-01,2011,2011-08-01,2011,NA,NA,NA,NA,-14,1020,1020,NA,Completed,Not given,62,FALSE,Other,Not given,NA,Open Label,Dietary Supplement,large,TRUE,NA,1,FALSE
NCT00776191,ClinicalTrials.gov,Erlangen Köln,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-10-20,2008-09-01,2012-05-01,2012,2012-05-01,2012,NA,NA,NA,NA,-49,1289,1289,NA,Terminated,Phase 4,5,TRUE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,Hannover Rostock,1,FALSE
NCT00776230,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,TRUE,2013-12-05,2008-10-20,2008-09-01,2010-06-01,2010,2010-06-01,2010,NA,NA,1283,1283,-49,589,589,NA,Completed,Phase 3,304,TRUE,Industry,Non-Randomized,FALSE,Open Label,Biological,No lead center,FALSE,Rostock,1,FALSE
NCT00776906,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-10-20,2008-10-01,2013-12-01,2013,2013-12-01,2013,NA,NA,NA,NA,-19,1868,1868,NA,Completed,Not given,150,TRUE,Industry,Randomized,TRUE,Open Label,Device,No lead center,FALSE,Leipzig Tübingen,1,FALSE
NCT00777127,ClinicalTrials.gov,Magdeburg,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-10-21,2008-12-01,2012-11-01,2012,2012-11-01,2012,NA,NA,NA,NA,41,1472,1472,NA,Completed,Phase 4,258,TRUE,Industry,Randomized,TRUE,Open Label,Drug,small,TRUE,Berlin Düsseldorf Frankfurt Schleswig-Holstein Mainz Münster Regensburg,1,FALSE
NCT00779714,ClinicalTrials.gov,Würzburg,FALSE,10.1200/jco.2015.33.15_suppl.e20080,NA,http://ascopubs.org/doi/abs/10.1200/jco.2015.33.15_suppl.e20080,NA,Abstract only,NA,TRUE,FALSE,NA,2008-10-22,2008-10-01,2013-04-01,2013,2012-10-01,2012,NA,NA,NA,NA,-21,1622,1440,NA,Unknown status,Phase 3,360,TRUE,Other,Randomized,TRUE,Open Label,Drug,small,TRUE,Aachen Berlin Bochum Duisburg Frankfurt Hannover Jena Schleswig-Holstein Schleswig-Holstein Magdeburg Mainz Mannheim Marburg LMU_München Münster Homburg Tübingen,1,FALSE
NCT00781053,ClinicalTrials.gov,NA,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-10-24,2008-07-01,2010-12-01,2010,2010-12-01,2010,NA,NA,NA,NA,-115,768,768,NA,Completed,Phase 2,38,TRUE,Industry,Not given,NA,Open Label,Drug,No lead center,FALSE,Berlin Frankfurt Köln,1,FALSE
NCT00781807,ClinicalTrials.gov,Hannover,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2008-10-28,2008-11-01,2014-04-01,2014,2013-10-01,2013,NA,NA,NA,NA,4,1981,1799,NA,Unknown status,Not given,80,TRUE,Other,Not given,NA,Open Label,Other,large,TRUE,NA,1,TRUE
NCT00782080,ClinicalTrials.gov,Mainz,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2008-10-29,2008-07-01,2010-06-01,2010,2010-03-01,2010,NA,NA,NA,NA,-120,580,488,NA,Completed,Phase 3,155,TRUE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,Berlin,1,FALSE
